Density,Accuracy
76.25363579822019,0.5
76.25363579822019,0.3333333333333333
79.56901126770802,0.25
76.25363579822019,0.2
76.25363579822019,0.16666666666666666
76.25363579822019,0.14285714285714285
76.25363579822019,0.125
76.25363579822019,0.1111111111111111
76.25363579822019,0.1
72.93826032873235,0.09090909090909091
72.93826032873235,0.08333333333333333
72.93826032873235,0.07692307692307693
69.62288485924452,0.07142857142857142
69.62288485924452,0.06666666666666667
69.62288485924452,0.0625
69.62288485924452,0.058823529411764705
72.93826032873235,0.05555555555555555
72.93826032873235,0.05263157894736842
69.62288485924452,0.05
72.93826032873235,0.047619047619047616
69.62288485924452,0.045454545454545456
69.62288485924452,0.043478260869565216
69.62288485924452,0.041666666666666664
69.62288485924452,0.04
72.93826032873235,0.038461538461538464
72.93826032873235,0.037037037037037035
72.93826032873235,0.03571428571428571
82.88438673719585,0.034482758620689655
86.19976220668369,0.03333333333333333
82.88438673719585,0.03225806451612903
82.88438673719585,0.03125
82.88438673719585,0.030303030303030304
86.19976220668369,0.029411764705882353
76.25363579822019,0.02857142857142857
76.25363579822019,0.027777777777777776
79.56901126770802,0.02702702702702703
79.56901126770802,0.02631578947368421
79.56901126770802,0.02564102564102564
79.56901126770802,0.025
82.88438673719585,0.024390243902439025
82.88438673719585,0.023809523809523808
86.19976220668369,0.023255813953488372
82.88438673719585,0.022727272727272728
86.19976220668369,0.022222222222222223
82.88438673719585,0.021739130434782608
82.88438673719585,0.02127659574468085
86.19976220668369,0.020833333333333332
86.19976220668369,0.02040816326530612
82.88438673719585,0.02
89.51513767617152,0.0196078431372549
89.51513767617152,0.019230769230769232
89.51513767617152,0.018867924528301886
89.51513767617152,0.018518518518518517
89.51513767617152,0.01818181818181818
89.51513767617152,0.017857142857142856
89.51513767617152,0.017543859649122806
86.19976220668369,0.017241379310344827
86.19976220668369,0.01694915254237288
86.19976220668369,0.016666666666666666
82.88438673719585,0.01639344262295082
86.19976220668369,0.016129032258064516
86.19976220668369,0.015873015873015872
89.51513767617152,0.015625
86.19976220668369,0.015384615384615385
79.56901126770802,0.015151515151515152
82.88438673719585,0.014925373134328358
82.88438673719585,0.014705882352941176
86.19976220668369,0.014492753623188406
82.88438673719585,0.014285714285714285
86.19976220668369,0.014084507042253521
86.19976220668369,0.013888888888888888
86.19976220668369,0.0136986301369863
86.19976220668369,0.013513513513513514
86.19976220668369,0.013333333333333334
82.88438673719585,0.013157894736842105
82.88438673719585,0.012987012987012988
82.88438673719585,0.01282051282051282
82.88438673719585,0.012658227848101266
82.88438673719585,0.0125
79.56901126770802,0.012345679012345678
82.88438673719585,0.012195121951219513
82.88438673719585,0.012048192771084338
82.88438673719585,0.011904761904761904
82.88438673719585,0.011764705882352941
82.88438673719585,0.011627906976744186
82.88438673719585,0.011494252873563218
79.56901126770802,0.011363636363636364
79.56901126770802,0.011235955056179775
79.56901126770802,0.011111111111111112
79.56901126770802,0.01098901098901099
79.56901126770802,0.010869565217391304
76.25363579822019,0.010752688172043012
76.25363579822019,0.010638297872340
