Frame,Object ID,Class,Confidence,Bounding Box
100.0,100.0_46,car,0.9861581921577454,"[350, 230, 52, 42]"
100.0,100.0_9,car,0.9765127301216125,"[118, 380, 130, 94]"
100.0,100.0_1,car,0.9694333076477051,"[471, 248, 54, 49]"
100.0,100.0_29,car,0.9674922227859497,"[655, 174, 37, 30]"
100.0,100.0_13,car,0.9225091338157654,"[378, 155, 22, 14]"
100.0,100.0_26,car,0.9175443649291992,"[385, 180, 28, 20]"
100.0,100.0_17,car,0.856357753276825,"[628, 149, 31, 24]"
100.0,100.0_21,car,0.8264185190200806,"[403, 161, 27, 18]"
100.0,100.0_31,car,0.7796294689178467,"[408, 186, 31, 22]"
100.0,100.0_15,car,0.7606577277183533,"[449, 153, 23, 14]"
100.0,100.0_10,car,0.7349317669868469,"[583, 126, 32, 37]"
100.0,100.0_14,car,0.6100597977638245,"[409, 155, 22, 13]"
100.0,100.0_23,car,0.5799471735954285,"[385, 170, 27, 18]"
100.0,100.0_12,car,0.5656486749649048,"[277, 150, 29, 26]"
110.0,110.0_3,car,0.9961100816726685,"[355, 308, 73, 69]"
110.0,110.0_2,car,0.9906101822853088,"[479, 270, 62, 57]"
110.0,110.0_33,car,0.9887957572937012,"[345, 244, 52, 44]"
110.0,110.0_30,car,0.9864332675933838,"[282, 218, 49, 38]"
110.0,110.0_24,car,0.9848067760467529,"[426, 203, 39, 33]"
110.0,110.0_23,car,0.9749992489814758,"[405, 193, 34, 24]"
110.0,110.0_19,car,0.9668808579444885,"[381, 176, 33, 26]"
110.0,110.0_20,car,0.9538662433624268,"[646, 174, 38, 26]"
110.0,110.0_16,car,0.917544960975647,"[373, 160, 22, 16]"
110.0,110.0_11,car,0.7632339596748352,"[620, 150, 33, 22]"
110.0,110.0_14,car,0.7533862590789795,"[278, 159, 28, 19]"
110.0,110.0_17,car,0.714623212814331,"[404, 163, 25, 14]"
110.0,110.0_9,car,0.6835896968841553,"[582, 134, 29, 32]"
110.0,110.0_10,car,0.6067137718200684,"[450, 156, 22, 16]"
120.0,120.0_14,car,0.9965565204620361,"[355, 335, 80, 85]"
120.0,120.0_39,car,0.9938725233078003,"[433, 216, 42, 32]"
120.0,120.0_9,car,0.9918752908706665,"[495, 302, 74, 66]"
120.0,120.0_2,car,0.9906750917434692,"[333, 258, 59, 49]"
120.0,120.0_34,car,0.9786953926086426,"[397, 202, 40, 26]"
120.0,120.0_44,car,0.9768938422203064,"[272, 228, 51, 37]"
120.0,120.0_27,car,0.9521985054016113,"[638, 166, 38, 30]"
120.0,120.0_32,car,0.9076175093650818,"[381, 182, 33, 27]"
120.0,120.0_24,car,0.9006755948066711,"[449, 161, 23, 16]"
120.0,120.0_19,car,0.8871279358863831,"[279, 161, 26, 20]"
120.0,120.0_21,car,0.8857415318489075,"[368, 163, 24, 17]"
120.0,120.0_22,car,0.7866498827934265,"[406, 164, 23, 14]"
120.0,120.0_25,car,0.6285597085952759,"[402, 169, 25, 15]"
130.0,130.0_4,car,0.9956642389297485,"[322, 274, 67, 56]"
130.0,130.0_51,car,0.9936617016792297,"[437, 225, 48, 39]"
130.0,130.0_13,car,0.9914667010307312,"[510, 334, 92, 78]"
130.0,130.0_21,car,0.9898259043693542,"[355, 370, 82, 100]"
130.0,130.0_54,car,0.9650611281394958,"[260, 237, 53, 40]"
130.0,130.0_43,car,0.9642080068588257,"[392, 207, 40, 31]"
130.0,130.0_32,car,0.9608403444290161,"[362, 169, 27, 19]"
130.0,130.0_36,car,0.9192093014717102,"[380, 185, 36, 25]"
130.0,130.0_30,car,0.8818914890289307,"[449, 162, 24, 19]"
130.0,130.0_35,car,0.8584994077682495,"[633, 166, 32, 26]"
130.0,130.0_37,car,0.8079050779342651,"[667, 195, 32, 28]"
130.0,130.0_34,car,0.8074421882629395,"[398, 170, 31, 15]"
130.0,130.0_27,car,0.6890333294868469,"[279, 160, 26, 21]"
130.0,130.0_29,car,0.6317402720451355,"[406, 164, 24, 12]"
140.0,140.0_3,car,0.9974889755249023,"[307, 291, 78, 62]"
140.0,140.0_10,car,0.9942014217376709,"[533, 375, 133, 101]"
140.0,140.0_37,car,0.991294264793396,"[382, 210, 46, 38]"
140.0,140.0_14,car,0.988543689250946,"[343, 417, 108, 60]"
140.0,140.0_44,car,0.9875706434249878,"[447, 235, 49, 43]"
140.0,140.0_22,car,0.9711004495620728,"[356, 171, 28, 20]"
140.0,140.0_29,car,0.9657526612281799,"[654, 187, 41, 27]"
140.0,140.0_30,car,0.913685142993927,"[379, 191, 38, 31]"
140.0,140.0_25,car,0.912512481212616,"[449, 169, 23, 15]"
140.0,140.0_2,car,0.901096522808075,"[248, 248, 60, 48]"
140.0,140.0_26,car,0.8794726133346558,"[628, 165, 30, 25]"
140.0,140.0_24,car,0.8196282386779785,"[404, 171, 26, 16]"
140.0,140.0_17,car,0.8125578761100769,"[278, 161, 27, 19]"
140.0,140.0_19,car,0.6631554961204529,"[406, 164, 23, 14]"
140.0,140.0_27,car,0.5945398807525635,"[389, 176, 36, 25]"
150.0,150.0_6,car,0.9955847263336182,"[290, 311, 87, 70]"
150.0,150.0_21,car,0.9891157746315002,"[348, 174, 31, 23]"
150.0,150.0_35,car,0.985670268535614,"[457, 253, 56, 40]"
150.0,150.0_30,car,0.9818340539932251,"[376, 215, 45, 46]"
150.0,150.0_24,car,0.9484866857528687,"[641, 185, 44, 24]"
150.0,150.0_3,car,0.9391364455223083,"[233, 258, 61, 51]"
150.0,150.0_18,car,0.9380258917808533,"[447, 171, 27, 18]"
150.0,150.0_13,car,0.8000281453132629,"[279, 159, 26, 21]"
150.0,150.0_26,car,0.787415623664856,"[381, 189, 36, 35]"
150.0,150.0_15,car,0.7156314849853516,"[622, 157, 32, 25]"
150.0,150.0_17,car,0.6954437494277954,"[404, 171, 25, 15]"
150.0,150.0_9,car,0.6084107756614685,"[412, 153, 19, 13]"
150.0,150.0_22,car,0.5625766515731812,"[388, 179, 36, 14]"
150.0,150.0_14,car,0.5412743091583252,"[408, 165, 22, 14]"
160.0,160.0_8,car,0.9972566366195679,"[275, 338, 97, 82]"
160.0,160.0_7,car,0.996192455291748,"[468, 273, 58, 47]"
160.0,160.0_21,car,0.989524781703949,"[341, 178, 33, 24]"
160.0,160.0_36,car,0.9868884682655334,"[366, 229, 51, 43]"
160.0,160.0_4,car,0.980093777179718,"[219, 273, 71, 56]"
